Wiki URL,Country/Area,Plant name,Plant Name in Local Language / Script,Other Name(s),Unit name,Fuel,Capacity (MW),Status,Turbine/Engine Technology,Equipment Manufacturer/Model,CHP,Hydrogen capable?,CCS attachment?,Conversion/replacement?,Conversion from/replacement of (fuel),Conversion from/replacement of (GEM unit ID),Conversion to (fuel),Conversion to (GEM unit ID),Start year,Retired year,Planned retire,Operator(s),Owner(s),Parent(s),Latitude,Longitude,Location accuracy,City,"Local area (taluk, county)","Major area (prefecture, district)",State/Province,Subregion,Region,Other IDs (location),Other IDs (unit),Captive industry use,Captive industry type,Captive non-industry use,GEM location ID,GEM unit ID
https://www.gem.wiki/Dirio_Hides_power_station,Papua New Guinea,Dirio Hides power station,,The Hela power plant,2,fossil gas: natural gas,17,construction,gas turbine,Solar Turbines: Titan 130,not found,not found,not found,,,,,,,,,,Dirio Gas & Power Co Ltd,Mineral Resources Development Corp,-6.0053856,142.8123646,approximate,Hides,,,Hela,Melanesia,Oceania,,,,,,L100000408990,G100000413377
https://www.gem.wiki/Dirio_Hides_power_station,Papua New Guinea,Dirio Hides power station,,The Hela power plant,3,fossil gas: natural gas,17,construction,gas turbine,Solar Turbines: Titan 130,not found,not found,not found,,,,,,,,,,Dirio Gas & Power Co Ltd,Mineral Resources Development Corp,-6.0053856,142.8123646,approximate,Hides,,,Hela,Melanesia,Oceania,,,,,,L100000408990,G100000413376
https://www.gem.wiki/Dirio_Hides_power_station,Papua New Guinea,Dirio Hides power station,,The Hela power plant,4,fossil gas: natural gas,17,construction,gas turbine,Solar Turbines: Titan 130,not found,not found,not found,,,,,,,,,,Dirio Gas & Power Co Ltd,Mineral Resources Development Corp,-6.0053856,142.8123646,approximate,Hides,,,Hela,Melanesia,Oceania,,,,,,L100000408990,G100000413375
https://www.gem.wiki/Dirio_power_station,Papua New Guinea,Dirio power station,,,1,fossil gas: LNG,15,operating,gas turbine,,not found,not found,not found,,,,,,2019,,,,Dirio Gas & Power Co Ltd,Mineral Resources Development Corp,-9.321292,147.046374,exact,Port Moresby,,,,Melanesia,Oceania,,,,,,L100000408977,G100000413386
https://www.gem.wiki/Dirio_power_station,Papua New Guinea,Dirio power station,,,2,fossil gas: LNG,15,operating,gas turbine,,not found,not found,not found,,,,,,2019,,,,Dirio Gas & Power Co Ltd,Mineral Resources Development Corp,-9.321292,147.046374,exact,Port Moresby,,,,Melanesia,Oceania,,,,,,L100000408977,G100000413385
https://www.gem.wiki/Dirio_power_station,Papua New Guinea,Dirio power station,,,3,fossil gas: LNG,15,operating,gas turbine,,not found,not found,not found,,,,,,2019,,,,Dirio Gas & Power Co Ltd,Mineral Resources Development Corp,-9.321292,147.046374,exact,Port Moresby,,,,Melanesia,Oceania,,,,,,L100000408977,G100000413384
https://www.gem.wiki/Doha_East_power_plant,Kuwait,Doha East power plant,محطة الدوحة الشرقية,,GT1,fossil gas: natural gas,18,operating,gas turbine,,yes,not found,not found,,,,,,1981,,,,Ministry of Electricity and Water and Renewable Energy (Kuwait),Ministry of Electricity and Water and Renewable Energy (Kuwait),29.3682,47.7963,exact,Jaber Al Ahmad,,,Al Jahra,Western Asia,Asia,"World Resources Institute: WRI1008689, Global Energy Observatory: GEO2949",,power,chemicals,power,L100000405496,G100001009006
https://www.gem.wiki/Doha_East_power_plant,Kuwait,Doha East power plant,محطة الدوحة الشرقية,,GT2,fossil gas: natural gas,18,operating,gas turbine,,yes,not found,not found,,,,,,1981,,,,Ministry of Electricity and Water and Renewable Energy (Kuwait),Ministry of Electricity and Water and Renewable Energy (Kuwait),29.3682,47.7963,exact,Jaber Al Ahmad,,,Al Jahra,Western Asia,Asia,"World Resources Institute: WRI1008689, Global Energy Observatory: GEO2949",,power,chemicals,power,L100000405496,G100001009009
https://www.gem.wiki/Doha_East_power_plant,Kuwait,Doha East power plant,محطة الدوحة الشرقية,,GT3,fossil gas: natural gas,18,operating,gas turbine,,yes,not found,not found,,,,,,1981,,,,Ministry of Electricity and Water and Renewable Energy (Kuwait),Ministry of Electricity and Water and Renewable Energy (Kuwait),29.3682,47.7963,exact,Jaber Al Ahmad,,,Al Jahra,Western Asia,Asia,"World Resources Institute: WRI1008689, Global Energy Observatory: GEO2949",,power,chemicals,power,L100000405496,G100001009010
https://www.gem.wiki/Doha_East_power_plant,Kuwait,Doha East power plant,محطة الدوحة الشرقية,,GT4,fossil gas: natural gas,18,operating,gas turbine,,yes,not found,not found,,,,,,1981,,,,Ministry of Electricity and Water and Renewable Energy (Kuwait),Ministry of Electricity and Water and Renewable Energy (Kuwait),29.3682,47.7963,exact,Jaber Al Ahmad,,,Al Jahra,Western Asia,Asia,"World Resources Institute: WRI1008689, Global Energy Observatory: GEO2949",,power,chemicals,power,L100000405496,G100001009011
https://www.gem.wiki/Doha_West_power_station,Kuwait,Doha West power station,محطة الدوحة الغربية للطاقة الكهربائية وتقطير المياة,,GT1,fossil gas: natural gas,28.2,operating,gas turbine,,not found,not found,not found,,,,,,2008,,,,Ministry of Electricity and Water and Renewable Energy (Kuwait) [100%],Ministry of Electricity and Water and Renewable Energy (Kuwait) [100.0%],29.3678,47.7865,exact,Jaber Al Ahmad,,,Al Jahra,Western Asia,Asia,"World Resources Institute: WRI1008690, Global Energy Observatory: GEO2952",,power,chemicals,power,L100000405497,G100001009014
https://www.gem.wiki/Doha_West_power_station,Kuwait,Doha West power station,محطة الدوحة الغربية للطاقة الكهربائية وتقطير المياة,,GT2,fossil gas: natural gas,28.2,operating,gas turbine,,not found,not found,not found,,,,,,2008,,,,Ministry of Electricity and Water and Renewable Energy (Kuwait) [100%],Ministry of Electricity and Water and Renewable Energy (Kuwait) [100.0%],29.3678,47.7865,exact,Jaber Al Ahmad,,,Al Jahra,Western Asia,Asia,"World Resources Institute: WRI1008690, Global Energy Observatory: GEO2952",,power,chemicals,power,L100000405497,G100001009015
https://www.gem.wiki/Doha_West_power_station,Kuwait,Doha West power station,محطة الدوحة الغربية للطاقة الكهربائية وتقطير المياة,,GT3,fossil gas: natural gas,28.2,operating,gas turbine,,not found,not found,not found,,,,,,2008,,,,Ministry of Electricity and Water and Renewable Energy (Kuwait) [100%],Ministry of Electricity and Water and Renewable Energy (Kuwait) [100.0%],29.3678,47.7865,exact,Jaber Al Ahmad,,,Al Jahra,Western Asia,Asia,"World Resources Institute: WRI1008690, Global Energy Observatory: GEO2952",,power,chemicals,power,L100000405497,G100001009016
https://www.gem.wiki/Doha_West_power_station,Kuwait,Doha West power station,محطة الدوحة الغربية للطاقة الكهربائية وتقطير المياة,,GT4,fossil gas: natural gas,28.2,operating,gas turbine,,not found,not found,not found,,,,,,2010,,,,Ministry of Electricity and Water and Renewable Energy (Kuwait) [100%],Ministry of Electricity and Water and Renewable Energy (Kuwait) [100.0%],29.3678,47.7865,exact,Jaber Al Ahmad,,,Al Jahra,Western Asia,Asia,"World Resources Institute: WRI1008690, Global Energy Observatory: GEO2952",,power,chemicals,power,L100000405497,G100001009017
https://www.gem.wiki/Doha_West_power_station,Kuwait,Doha West power station,محطة الدوحة الغربية للطاقة الكهربائية وتقطير المياة,,GT5,fossil gas: natural gas,28.2,operating,gas turbine,,not found,not found,not found,,,,,,2009,,,,Ministry of Electricity and Water and Renewable Energy (Kuwait) [100%],Ministry of Electricity and Water and Renewable Energy (Kuwait) [100.0%],29.3678,47.7865,exact,Jaber Al Ahmad,,,Al Jahra,Western Asia,Asia,"World Resources Institute: WRI1008690, Global Energy Observatory: GEO2952",,power,chemicals,power,L100000405497,G100001009018
https://www.gem.wiki/Doroud_Medium-Scale_power_plant,Iran,Doroud Medium-Scale power plant,,,GT,fossil gas: natural gas,41.6,construction,gas turbine,Mapna Group: MGT40,not found,not found,not found,,,,,,,,,,Thermal Power Plants Holding Co [100%],Thermal Power Plants Holding Co [100.0%],33.498629,49.05363,approximate,Doroud,,,Lorestan,Southern Asia,Asia,,,power,other,power,L100000409019,G100000413877
https://www.gem.wiki/DPP2_Bemland_power_station,Suriname,DPP2 Bemland power station,,,2,"fossil liquids: diesel, fossil liquids: heavy fuel oil",21,operating,internal combustion,MAN Energy Solutions: 18V48/60TS,not found,not found,not found,,,,,,2015,,,,Energie Bedrijven Suriname NV [100%],Energie Bedrijven Suriname NV [100.0%],5.820761,-55.162192,exact,Paramaribo,,,,Latin America and the Caribbean,Americas,,,,,,L100000408596,G100000411977
https://www.gem.wiki/DPP2_Bemland_power_station,Suriname,DPP2 Bemland power station,,,3,"fossil liquids: diesel, fossil liquids: heavy fuel oil",42,operating,internal combustion,MAN Energy Solutions: 18V48/60TS,not found,not found,not found,,,,,,2021,,,,Energie Bedrijven Suriname NV [100%],Energie Bedrijven Suriname NV [100.0%],5.820761,-55.162192,exact,Paramaribo,,,,Latin America and the Caribbean,Americas,,,,,,L100000408596,G100000411976
https://www.gem.wiki/Ducos_thermal_power_plant,New Caledonia,Ducos thermal power plant,,,TAC I,fossil liquids: kerosene,20,operating,gas turbine,,not found,not found,not found,,,,,,,,,,ENERCAL SA,ENERCAL SA,-22.24105,166.450918,approximate,Ducos,,,,Melanesia,Oceania,,,,,,L100000408982,G100000413358
https://www.gem.wiki/Ducos_thermal_power_plant,New Caledonia,Ducos thermal power plant,,,TAC II,fossil liquids: kerosene,26,operating,gas turbine,,not found,not found,not found,,,,,,,,,,ENERCAL SA,ENERCAL SA,-22.24105,166.450918,approximate,Ducos,,,,Melanesia,Oceania,,,,,,L100000408982,G100000413357
https://www.gem.wiki/East_Asia_Power_Rizhao_Gas_Thermal_power_station,China,East Asia Power Rizhao Gas Thermal power station,"日照太平洋东亚电力燃气热电联产项目, 日照太平洋东亚电力燃气热电厂",,1,fossil gas: natural gas,0,cancelled - inferred 4 y,combined cycle,,yes,not found,not found,,,,,,,,,,Pacific Energy Corp Ltd [100%],Pacific Energy Corp Ltd [100.0%],35.340082,119.451979,exact,Kuishan,,Rizhao,Shandong,Eastern Asia,Asia,,,,,,L100000405654,G100000405766
https://www.gem.wiki/East_Asia_Power_Rizhao_Gas_Thermal_power_station,China,East Asia Power Rizhao Gas Thermal power station,"日照太平洋东亚电力燃气热电联产项目, 日照太平洋东亚电力燃气热电厂",,2,fossil gas: natural gas,0,cancelled - inferred 4 y,combined cycle,,yes,not found,not found,,,,,,,,,,Pacific Energy Corp Ltd [100%],Pacific Energy Corp Ltd [100.0%],35.340082,119.451979,exact,Kuishan,,Rizhao,Shandong,Eastern Asia,Asia,,,,,,L100000405654,G100000405641
https://www.gem.wiki/East_Asia_Power_Rizhao_Gas_Thermal_power_station,China,East Asia Power Rizhao Gas Thermal power station,"日照太平洋东亚电力燃气热电联产项目, 日照太平洋东亚电力燃气热电厂",,3,fossil gas: natural gas,0,cancelled - inferred 4 y,combined cycle,,yes,not found,not found,,,,,,,,,,Pacific Energy Corp Ltd [100%],Pacific Energy Corp Ltd [100.0%],35.340082,119.451979,exact,Kuishan,,Rizhao,Shandong,Eastern Asia,Asia,,,,,,L100000405654,G100001017775
https://www.gem.wiki/East_Asia_Power_Rizhao_Gas_Thermal_power_station,China,East Asia Power Rizhao Gas Thermal power station,"日照太平洋东亚电力燃气热电联产项目, 日照太平洋东亚电力燃气热电厂",,4,fossil gas: natural gas,0,cancelled - inferred 4 y,combined cycle,,yes,not found,not found,,,,,,,,,,Pacific Energy Corp Ltd [100%],Pacific Energy Corp Ltd [100.0%],35.340082,119.451979,exact,Kuishan,,Rizhao,Shandong,Eastern Asia,Asia,,,,,,L100000405654,G100001017776
https://www.gem.wiki/East_Asia_Power_Rizhao_Gas_Thermal_power_station,China,East Asia Power Rizhao Gas Thermal power station,"日照太平洋东亚电力燃气热电联产项目, 日照太平洋东亚电力燃气热电厂",,5,fossil gas: natural gas,0,cancelled - inferred 4 y,combined cycle,,yes,not found,not found,,,,,,,,,,Pacific Energy Corp Ltd [100%],Pacific Energy Corp Ltd [100.0%],35.340082,119.451979,exact,Kuishan,,Rizhao,Shandong,Eastern Asia,Asia,,,,,,L100000405654,G100001017777
https://www.gem.wiki/East_Asia_Power_Rizhao_Gas_Thermal_power_station,China,East Asia Power Rizhao Gas Thermal power station,"日照太平洋东亚电力燃气热电联产项目, 日照太平洋东亚电力燃气热电厂",,6,fossil gas: natural gas,0,cancelled - inferred 4 y,combined cycle,,yes,not found,not found,,,,,,,,,,Pacific Energy Corp Ltd [100%],Pacific Energy Corp Ltd [100.0%],35.340082,119.451979,exact,Kuishan,,Rizhao,Shandong,Eastern Asia,Asia,,,,,,L100000405654,G100001017778
https://www.gem.wiki/East_Cairo_Mobile_power_plant,Egypt,East Cairo Mobile power plant,محطة كهرباء شرق القاهرة المتنقلة,,1,fossil liquids: diesel,25,operating,gas turbine,GE,not found,not found,not found,,,,,,2015,,,,Cairo Electricity Production Co [100%],Egyptian Electricity Holding Co [100.0%],30.079841,31.293483,exact,East Cairo,,,Cairo,Northern Africa,Africa,,,power,other,power,L100000408999,G100000413916
https://www.gem.wiki/East_Cairo_Mobile_power_plant,Egypt,East Cairo Mobile power plant,محطة كهرباء شرق القاهرة المتنقلة,,2,fossil liquids: diesel,25,operating,gas turbine,EG,not found,not found,not found,,,,,,2015,,,,Cairo Electricity Production Co [100%],Egyptian Electricity Holding Co [100.0%],30.079841,31.293483,exact,East Cairo,,,Cairo,Northern Africa,Africa,,,power,other,power,L100000408999,G100000413915
https://www.gem.wiki/EFL_National_Control_Centre_power_plant,Fiji,EFL National Control Centre power plant,,,1,fossil liquids: diesel,10,operating,internal combustion,,not found,not found,not found,,,,,,1971,,,,Energy Fiji Ltd,Government of Fiji; Sevens Pacific Pte Ltd; small shareholder(s),-17.6807,177.43041,exact,Lautoka,,,,Melanesia,Oceania,,,,,,L100000408984,G100000413361
https://www.gem.wiki/EFL_National_Control_Centre_power_plant,Fiji,EFL National Control Centre power plant,,,2,fossil liquids: diesel,32,operating,internal combustion,,not found,not found,not found,,,,,,2005,,,,Energy Fiji Ltd,Government of Fiji; Sevens Pacific Pte Ltd; small shareholder(s),-17.6807,177.43041,exact,Lautoka,,,,Melanesia,Oceania,,,,,,L100000408984,G100000413360
https://www.gem.wiki/El_Alto_power_station,Bolivia,El Alto power station,Central Termoeléctrica El Alto,El Kenko,ALT01,fossil gas: natural gas,27.6,operating,gas turbine,GE: TM2500,not found,not found,not found,,,,,,2012,,,,ENDE Valle Hermoso SA [100%],Empresa Nacional de Electricidad Corp [100.0%],-16.5653,-68.1811,exact,El Alto,,,Pedro Domingo Murillo,Latin America and the Caribbean,Americas,World Resources Institute: GEODB0044735,,,,,L100000406478,G100001027924
https://www.gem.wiki/El_Basateen_Mobil_power_plant,Egypt,El Basateen Mobil power plant,محطة كهرباء البساتين المتنقلة,,1,fossil liquids: diesel,25,operating,gas turbine,,not found,not found,not found,,,,,,2015,,,,Cairo Electricity Production Co [100%],Egyptian Electricity Holding Co [100.0%],29.985307,31.278591,exact,El Basateen,,,Cairo,Northern Africa,Africa,,,power,other,power,L100000408998,G100000413914
https://www.gem.wiki/El_Basateen_Mobil_power_plant,Egypt,El Basateen Mobil power plant,محطة كهرباء البساتين المتنقلة,,2,fossil liquids: diesel,25,operating,gas turbine,,not found,not found,not found,,,,,,2015,,,,Cairo Electricity Production Co [100%],Egyptian Electricity Holding Co [100.0%],29.985307,31.278591,exact,El Basateen,,,Cairo,Northern Africa,Africa,,,power,other,power,L100000408998,G100000413913
https://www.gem.wiki/El_Biban_Power_Plant,Tunisia,El Biban Power Plant,محطة كهرباء البيبان,,1,fossil gas: natural gas,27,operating,gas turbine,,,,,,,,,,2003,,,Caterpillar Power Ventures International Ltd,Caterpillar Inc,Caterpillar Inc,33.478883,11.109897,exact,Zarzis,,,,Northern Africa,Africa,,,,,power,L100001025650,G100001030441
https://www.gem.wiki/Electroquil_Thermal_power_station,Ecuador,Electroquil Thermal power station,Central Térmica Electroquil,,1,fossil liquids: diesel,45,retired,gas turbine,,not found,not found,not found,,,,,,1996,2022,,,Electroquil SA [100%],Duke Energy Corp,-2.189843,-80.045448,exact,Guayaquil,,,Guayas,Latin America and the Caribbean,Americas,,,,,,L100000408625,G100000412057
